,Name,Position,Team,Salary,Year
4351,Hamed Haddadi, C,Memphis Grizzlies,"$1,627,779",2010
4352,Solomon Jones, PF,Indiana Pacers,"$1,620,000",2010
4353,Matt Barnes, SF,Orlando Magic,"$1,600,000",2010
4354,Devean George, SF,Golden State Warriors,"$1,600,000",2010
4355,James Johnson, PF,Chicago Bulls,"$1,594,080",2010
4356,Sergio Rodriguez, PG,Sacramento Kings,"$1,576,696",2010
4357,Roy Hibbert, C,Indiana Pacers,"$1,575,360",2010
4358,Marco Belinelli, SG,Toronto Raptors,"$1,547,640",2010
4359,Oleksiy Pecherov, C,Minnesota Timberwolves,"$1,547,640",2010
4360,Jrue Holiday, PG,Philadelphia 76ers,"$1,514,280",2010
4361,Sasha Pavlovic, SG,Minnesota Timberwolves,"$1,500,000",2010
4362,JaVale McGee, C,Washington Wizards,"$1,496,640",2010
4363,Javaris Crittenton, PG,Washington Wizards,"$1,477,920",2010
4364,Ty Lawson, G,Denver Nuggets,"$1,438,680",2010
4365,JJ Hickson, C,Cleveland Cavaliers,"$1,429,200",2010
4366,Jason Smith, PF,Philadelphia 76ers,"$1,418,880",2010
4367,Jeff Teague, PG,Atlanta Hawks,"$1,373,880",2010
4368,Alexis Ajinca, C,Charlotte Bobcats,"$1,372,080",2010
4369,Daequan Cook, SG,Miami Heat,"$1,362,120",2010
4370,Roko-Leni Ukic, PG,Milwaukee Bucks,"$1,350,000",2010
4371,Eric Maynor, PG,Utah Jazz,"$1,318,920",2010
4372,Ryan Anderson, PF,Orlando Magic,"$1,317,120",2010
4373,Jared Dudley, SF,Phoenix Suns,"$1,307,640",2010
4374,Malik Allen, PF,Denver Nuggets,"$1,300,000",2010
4375,Darren Collison, PG,New Orleans Hornets,"$1,266,120",2010
4376,Courtney Lee, SG,New Jersey Nets,"$1,264,440",2010
4377,Wilson Chandler, SF,New York Knicks,"$1,255,440",2010
4378,Ronnie Price, PG,Utah Jazz,"$1,250,000",2010
4379,Kosta Koufos, C,Utah Jazz,"$1,214,040",2010
4380,Omri Casspi, F,Sacramento Kings,"$1,167,000",2010
4381,Rudy Fernandez, SG,Portland Trail Blazers,"$1,165,320",2010
4382,Serge Ibaka, C,Oklahoma City Thunder,"$1,120,200",2010
4383,Byron Mullens, C,Oklahoma City Thunder,"$1,120,200",2010
4384,Nicolas Batum, SF,Portland Trail Blazers,"$1,118,760",2010
4385,Aaron Brooks, G,Houston Rockets,"$1,118,520",2010
4386,Devin Brown, SG,Chicago Bulls,"$1,107,572",2010
4387,Arron Afflalo, G,Denver Nuggets,"$1,086,240",2010
4388,George Hill, PG,San Antonio Spurs,"$1,081,680",2010
4389,Rodrigue Beaubois, PG,Dallas Mavericks,"$1,075,440",2010
4390,Alando Tucker, SF,Phoenix Suns,"$1,071,720",2010
4391,Darrell Arthur, F,Memphis Grizzlies,"$1,050,480",2010
4392,Chris Quinn, PG,New Jersey Nets,"$1,050,387",2010
4393,Royal Ivey, PG,Philadelphia 76ers,"$1,050,000",2010
4394,Taj Gibson, PF,Chicago Bulls,"$1,039,800",2010
4395,D.J. White, PF,Oklahoma City Thunder,"$1,036,440",2010
4396,Quinton Ross, SF,Washington Wizards,"$1,033,342",2010
4397,Steve Novak, SF,LA Clippers,"$1,031,000",2010
4398,James Singleton, F,Washington Wizards,"$1,030,189",2010
4399,J.R. Giddens, SG,New York Knicks,"$1,028,880",2010
4400,DeMarre Carroll, SF,Memphis Grizzlies,"$1,009,680",2010
4401,Wayne Ellington, SG,Minnesota Timberwolves,"$1,003,560",2010
4402,C.J. Watson, PG,Golden State Warriors,"$1,000,497",2010
4403,Aaron Gray, C,Chicago Bulls,"$1,000,497",2010
4404,Toney Douglas, PG,New York Knicks,"$996,240",2010
4405,Ian Mahinmi, C,San Antonio Spurs,"$989,670",2010
4406,Didier Ilunga-Mbenga, C,Los Angeles Lakers,"$959,111",2010
4407,Josh Powell, PF,Los Angeles Lakers,"$959,111",2010
4408,Yakhouba Diawara, SG,Miami Heat,"$945,000",2010
4409,Zydrunas Ilgauskas, C,Cleveland Cavaliers,"$925,000",2010
4410,Salim Stoudamire, SG,Atlanta Hawks,"$884,881",2010
4411,Kyle Weaver, SG,Oklahoma City Thunder,"$870,968",2010
4412,Kyrylo Fesenko, C,Utah Jazz,"$870,000",2010
4413,Donte Greene, SF,Sacramento Kings,"$870,000",2010
4414,Lou Amundson, PF,Phoenix Suns,"$855,189",2010
4415,Patrick O'Bryant, C,Toronto Raptors,"$855,189",2010
4416,Quincy Douby, SG,Sacramento Kings,"$855,189",2010
4417,Leon Powe, PF,Cleveland Cavaliers,"$855,189",2010
4418,Randolph Morris, C,Atlanta Hawks,"$855,189",2010
4419,DeJuan Blair, C,San Antonio Spurs,"$850,000",2010
4420,Ike Diogu, PF,New York Knicks,"$825,497",2010
4421,James White, SG,New York Knicks,"$825,497",2010
4422,Sean Marks, PF,New Orleans Hornets,"$825,497",2010
4423,Mikki Moore, C,Golden State Warriors,"$825,497",2010
4424,Keith Bogans, SG,San Antonio Spurs,"$825,497",2010
4425,Jamaal Magloire, C,Miami Heat,"$825,497",2010
4426,Jason Williams, PG,Orlando Magic,"$825,497",2010
4427,Brian Skinner, PF,LA Clippers,"$825,497",2010
4428,Marcus Williams, PG,Memphis Grizzlies,"$825,497",2010
4429,Desmond Mason, SF,Sacramento Kings,"$825,497",2010
4430,Johan Petro, C,Denver Nuggets,"$825,497",2010
4431,Sean May, C,Sacramento Kings,"$825,479",2010
4432,Sam Young, SF,Memphis Grizzlies,"$824,200",2010
4433,Ime Udoka, SG,Sacramento Kings,"$786,650",2010
4434,Mario Chalmers, G,Miami Heat,"$756,000",2010
4435,Earl Boykins, PG,Washington Wizards,"$752,659",2010
4436,Jamaal Tinsley, PG,Memphis Grizzlies,"$738,091",2010
4437,Sun Yue, SG,Los Angeles Lakers,"$736,420",2010
4438,DeAndre Jordan, C,LA Clippers,"$736,420",2010
4439,Dontell Jefferson, SG,Charlotte Hornets,"$736,420",2010
4440,Sonny Weems, SG,Toronto Raptors,"$736,420",2010
4441,Walter Sharpe, PF,Detroit Pistons,"$736,420",2010
4442,Mike Taylor, PG,LA Clippers,"$736,420",2010
4443,Joe Crawford, SG,New York Knicks,"$736,420",2010
4444,Jawad Williams, SF,Cleveland Cavaliers,"$736,420",2010
4445,Darnell Jackson, PF,Milwaukee Bucks,"$736,420",2010
4446,Othello Hunter, SF,Atlanta Hawks,"$736,420",2010
4447,Chase Budinger, SF,Houston Rockets,"$725,000",2010
4448,Jermaine Taylor, SG,Houston Rockets,"$725,000",2010
4449,Mike Wilks, PG,Oklahoma City Thunder,"$679,821",2010
4450,Allen Iverson, SG,Memphis Grizzlies,"$650,686",2010
4451,Jodie Meeks, SG,Philadelphia 76ers,"$650,000",2010
4452,Chris Hunter, C,Golden State Warriors,"$632,455",2010
4453,Jonathan Bender, SF,New York Knicks,"$597,271",2010
4454,Rafer Alston, PG,New Jersey Nets,"$475,875",2010
4455,DaJuan Summers, SF,Detroit Pistons,"$457,588",2010
4456,Dante Cunningham, SF,Portland Trail Blazers,"$457,588",2010
4457,Patty Mills, PG,Portland Trail Blazers,"$457,588",2010
4458,Derrick Byars, SF,Memphis Grizzlies,"$457,588",2010
4459,Trey Gilder, SF,Memphis Grizzlies,"$457,588",2010
4460,A.J. Price, PG,Indiana Pacers,"$457,588",2010
4461,Deron Washington, NA,null Unknown,"$457,588",2010
4462,Mario West, SG,Atlanta Hawks,"$451,595",2010
4463,Anthony Tolliver, PF,Portland Trail Blazers,"$427,316",2010
4464,Jerry Stackhouse, SF,Milwaukee Bucks,"$422,460",2010
4465,Sundiata Gaines, PG,Utah Jazz,"$269,169",2010
4466,Shaun Livingston, PG,Washington Wizards,"$228,226",2010
4467,Travis Diener, PG,Portland Trail Blazers,"$208,802",2010
4468,Chris Richard, PF,Chicago Bulls,"$186,271",2010
4469,Larry Hughes, SG,Charlotte Bobcats,"$160,244",2010
4470,Reggie Williams, SF,Golden State Warriors,"$118,435",2010
4471,Othyus Jeffers, SG,Utah Jazz,"$113,051",2010
4472,Brian Cardinal, PF,Minnesota Timberwolves,"$111,685",2010
4473,Mike Harris, SF,Washington Wizards,"$95,301",2010
4474,Garrett Temple, SG,San Antonio Spurs,"$88,826",2010
4475,Kenny Hasbrouck, NA,null Unknown,"$75,476",2010
4476,Cartier Martin, PF,Washington Wizards,"$69,310",2010
4477,Earl Barron, C,New York Knicks,"$63,127",2010
4478,Curtis Jerrells, NA,null Unknown,"$59,217",2010
4479,Dwayne Jones II, PF,Phoenix Suns,"$48,559",2010
4480,Joey Dorsey, PF,Sacramento Kings,"$47,651",2010
4481,Alonzo Gee, SF,Washington Wizards,"$45,759",2010
4482,Shavlik Randolph, PF,Portland Trail Blazers,"$43,703",2010
4483,Mustafa Shakur, PG,Oklahoma City Thunder,"$40,375",2010
4484,Cedric Jackson, G,Washington Wizards,"$40,375",2010
4485,Alexander Johnson, SF,Miami Heat,"$29,135",2010
4486,Rob Kurz, SF,Boston Celtics,"$25,991",2010
4487,Coby Karl, PG,Golden State Warriors,"$17,328",2010
4488,Brian Butch, C,Utah Jazz,"$10,767",2010
4489,Greg Stiemsma, C,Portland Trail Blazers,"$5,383",2010
4490,Tony Gaffney, SF,Memphis Grizzlies,"$2,692",2010
4491,Oliver Lafayette, G,Boston Celtics,"$2,692",2010
4492,Kevin Garnett, PF,Boston Celtics,"$24,751,934",2009
4493,Jason Kidd, PG,Dallas Mavericks,"$21,372,000",2009
4494,Jermaine O'Neal, C,Toronto Raptors,"$21,372,000",2009
4495,Kobe Bryant, SF,Los Angeles Lakers,"$21,262,500",2009
4496,Shaquille O'Neal, C,Phoenix Suns,"$21,000,000",2009
4497,Allen Iverson, SG,Detroit Pistons,"$20,840,625",2009
4498,Stephon Marbury, PG,Boston Celtics,"$20,840,625",2009
4499,Tim Duncan, C,San Antonio Spurs,"$20,598,704",2009
4500,Tracy McGrady, SG,Houston Rockets,"$20,370,437",2009
4501,Ray Allen, SG,Boston Celtics,"$18,388,430",2009
4502,Dirk Nowitzki, PF,Dallas Mavericks,"$18,077,904",2009
4503,Paul Pierce, SF,Boston Celtics,"$18,077,903",2009
4504,Shawn Marion, SG,Toronto Raptors,"$17,810,000",2009
4505,Rashard Lewis, PF,Orlando Magic,"$16,447,871",2009
4506,Michael Redd, SG,Milwaukee Bucks,"$15,780,000",2009
4507,Pau Gasol, C,Los Angeles Lakers,"$15,106,000",2009
4508,Andrei Kirilenko, SF,Utah Jazz,"$15,106,000",2009
4509,Amar'e Stoudemire, C,Phoenix Suns,"$15,070,550",2009
4510,Yao Ming, C,Houston Rockets,"$15,070,550",2009
4511,Mike Bibby, PG,Atlanta Hawks,"$14,983,603",2009
4512,Vince Carter, SF,New Jersey Nets,"$14,724,125",2009
4513,Zach Randolph, F,New York Knicks,"$14,666,667",2009
4514,Gilbert Arenas, PG,Washington Wizards,"$14,653,466",2009
4515,Ben Wallace, PF,Cleveland Cavaliers,"$14,500,000",2009
4516,Kenyon Martin, PF,Denver Nuggets,"$14,431,816",2009
4517,Dwyane Wade, SG,Miami Heat,"$14,410,581",2009
4518,Chris Bosh, PF,Toronto Raptors,"$14,410,581",2009
4519,LeBron James, SF,Cleveland Cavaliers,"$14,410,581",2009
4520,Carmelo Anthony, F,Denver Nuggets,"$14,410,581",2009
4521,Joe Johnson, G,Atlanta Hawks,"$14,232,567",2009
4522,Lamar Odom, PF,Los Angeles Lakers,"$14,148,596",2009
4523,Rasheed Wallace, PF,Detroit Pistons,"$13,930,000",2009
4524,Wally Szczerbiak, SG,Cleveland Cavaliers,"$13,775,000",2009
4525,Dwight Howard, C,Orlando Magic,"$13,758,000",2009
4526,Elton Brand, PF,Philadelphia 76ers,"$13,757,844",2009
4527,Richard Jefferson, F,Milwaukee Bucks,"$13,200,000",2009
4528,Larry Hughes, SG,New York Knicks,"$12,827,676",2009
4529,Raef LaFrentz, C,Portland Trail Blazers,"$12,722,500",2009
4530,Peja Stojakovic, SF,New Orleans Hornets,"$12,528,000",2009
4531,Steve Nash, PG,Phoenix Suns,"$12,250,000",2009
4532,Jason Richardson, SG,Charlotte Bobcats,"$12,222,221",2009
4533,Carlos Boozer, PF,Utah Jazz,"$11,593,817",2009
4534,Erick Dampier, C,Dallas Mavericks,"$11,553,000",2009
4535,Tony Parker, PG,San Antonio Spurs,"$11,550,000",2009
4536,Brad Miller, C,Sacramento Kings,"$11,375,000",2009
4537,Tyson Chandler, C,New Orleans Hornets,"$11,350,000",2009
4538,Andre Iguodala, SG,Philadelphia 76ers,"$11,300,000",2009
4539,Baron Davis, PG,LA Clippers,"$11,250,000",2009
4540,Samuel Dalembert, C,Philadelphia 76ers,"$11,238,564",2009
4541,Chauncey Billups, PG,Detroit Pistons,"$11,050,000",2009
4542,Al Jefferson, C,Minnesota Timberwolves,"$11,000,000",2009
4543,Monta Ellis, SG,Golden State Warriors,"$11,000,000",2009
4544,Zydrunas Ilgauskas, C,Cleveland Cavaliers,"$10,841,615",2009
4545,Richard Hamilton, SG,Detroit Pistons,"$10,812,500",2009
4546,Bobby Simmons, SF,New Jersey Nets,"$10,602,667",2009
4547,Andre Miller, PG,Philadelphia 76ers,"$10,333,334",2009
4548,Troy Murphy, PF,Indiana Pacers,"$10,126,984",2009
4549,Marcus Camby, C,LA Clippers,"$10,000,000",2009
4550,Kirk Hinrich, SG,Chicago Bulls,"$10,000,000",2009
4551,Josh Howard, SF,Dallas Mavericks,"$9,945,000",2009
4552,Antawn Jamison, PF,Washington Wizards,"$9,923,285",2009
4553,Manu Ginobili, G,San Antonio Spurs,"$9,905,248",2009
4554,David West, F,New Orleans Hornets,"$9,862,500",2009
4555,Eddy Curry, C,New York Knicks,"$9,723,983",2009
4556,Nene Hilario, C,Denver Nuggets,"$9,680,000",2009
4557,Emeka Okafor, C,Charlotte Bobcats,"$9,537,500",2009
4558,Gerald Wallace, SF,Charlotte Bobcats,"$9,500,000",2009
4559,Chris Kaman, C,LA Clippers,"$9,500,000",2009
4560,Tayshaun Prince, SF,Detroit Pistons,"$9,500,000",2009
4561,Luol Deng, SF,Chicago Bulls,"$9,385,000",2009
4562,Caron Butler, SF,Washington Wizards,"$9,249,980",2009
4563,Al Harrington, PF,New York Knicks,"$9,226,250",2009
4564,Jason Terry, G,Dallas Mavericks,"$9,196,000",2009
4565,Antoine Walker, PF,Minnesota Timberwolves,"$9,052,460",2009
4566,Mike Miller, SG,Minnesota Timberwolves,"$9,028,575",2009
4567,Andris Biedrins, C,Golden State Warriors,"$9,000,000",2009
4568,Boris Diaw, C,Charlotte Bobcats,"$9,000,000",2009
4569,Mike Dunleavy, SG,Indiana Pacers,"$9,000,000",2009
4570,Cuttino Mobley, SG,LA Clippers,"$8,925,000",2009
4571,Kevin Martin, SG,Sacramento Kings,"$8,760,335",2009
4572,Quentin Richardson, SF,New York Knicks,"$8,685,500",2009
4573,Jamal Crawford, SG,New York Knicks,"$8,640,000",2009
4574,Kenny Thomas, PF,Sacramento Kings,"$8,562,500",2009
4575,Mark Blount, C,Miami Heat,"$8,513,916",2009
4576,Mehmet Okur, C,Utah Jazz,"$8,500,000",2009
4577,Rasho Nesterovic, C,Indiana Pacers,"$8,400,000",2009
4578,Mo Williams, PG,Cleveland Cavaliers,"$8,353,000",2009
4579,Corey Maggette, SF,Golden State Warriors,"$8,275,862",2009
4580,Andres Nocioni, SF,Sacramento Kings,"$8,000,000",2009
4581,T.J. Ford, PG,Indiana Pacers,"$8,000,000",2009
4582,Devin Harris, PG,New Jersey Nets,"$7,800,000",2009
4583,Jameer Nelson, G,Orlando Magic,"$7,700,000",2009
4584,Malik Rose, PF,Oklahoma City Thunder,"$7,647,500",2009
4585,Jose Calderon, PG,Toronto Raptors,"$7,438,018",2009
4586,Metta World Peace, SF,Houston Rockets,"$7,400,000",2009
4587,Eric Snow, PG,Cleveland Cavaliers,"$7,312,500",2009
4588,Stephen Jackson, SF,Golden State Warriors,"$7,140,000",2009
4589,Darko Milicic, C,Memphis Grizzlies,"$7,020,000",2009
4590,Jerry Stackhouse, SF,Dallas Mavericks,"$7,000,000",2009
4591,Marquis Daniels, SG,Indiana Pacers,"$6,864,200",2009
4592,Etan Thomas, C,Washington Wizards,"$6,864,200",2009
4593,Jamaal Tinsley, PG,Utah Jazz,"$6,750,000",2009
4594,Chris Wilcox, PF,Oklahoma City Thunder,"$6,750,000",2009
4595,Marko Jaric, PG,Memphis Grizzlies,"$6,575,000",2009
4596,Udonis Haslem, PF,Miami Heat,"$6,575,000",2009
4597,Luke Ridnour, PG,Milwaukee Bucks,"$6,500,000",2009
4598,Bobby Jackson, PG,Sacramento Kings,"$6,487,888",2009
4599,Shane Battier, SF,Houston Rockets,"$6,448,900",2009
4600,Ben Gordon, SG,Chicago Bulls,"$6,404,750",2009
4601,Nick Collison, F,Oklahoma City Thunder,"$6,350,000",2009
4602,Joel Przybilla, C,Portland Trail Blazers,"$6,310,150",2009
4603,Brian Cardinal, PF,Minnesota Timberwolves,"$6,300,000",2009
4604,Andrew Bogut, C,Milwaukee Bucks,"$6,294,195",2009
4605,Dan Gadzuric, C,Milwaukee Bucks,"$6,250,195",2009
4606,Mike James, PG,Washington Wizards,"$6,244,093",2009
4607,Antonio Daniels, PG,Washington Wizards,"$6,200,000",2009
4608,Earl Watson, PG,Oklahoma City Thunder,"$6,200,000",2009
4609,Shareef Abdur-Rahim, PF,Sacramento Kings,"$6,200,000",2009
4610,Jerome James, C,New York Knicks,"$6,200,000",2009
4611,Leandro Barbosa, G,Phoenix Suns,"$6,100,000",2009
4612,John Salmons, SF,Sacramento Kings,"$6,077,151",2009
4613,Jared Jeffries, PF,New York Knicks,"$6,049,400",2009
4614,Nazr Mohammed, C,Charlotte Bobcats,"$6,049,400",2009
4615,Vladimir Radmanovic, SF,Charlotte Bobcats,"$6,049,400",2009
4616,Matt Harpring, SF,Utah Jazz,"$6,000,000",2009
4617,Jason Kapono, SG,Toronto Raptors,"$5,784,480",2009
4618,Anderson Varejao, C,Cleveland Cavaliers,"$5,784,480",2009
4619,Speedy Claxton, PG,Atlanta Hawks,"$5,757,818",2009
4620,Tony Battie, C,Orlando Magic,"$5,746,000",2009
4621,Marvin Williams, PF,Atlanta Hawks,"$5,636,142",2009
4622,Mikki Moore, C,Sacramento Kings,"$5,632,200",2009
4623,Morris Peterson, SG,New Orleans Hornets,"$5,592,240",2009
4624,Chris Duhon, PG,New York Knicks,"$5,585,000",2009
4625,Beno Udrih, PG,Sacramento Kings,"$5,585,000",2009
4626,DeSagana Diop, C,Charlotte Bobcats,"$5,585,000",2009
4627,Brendan Haywood, C,Washington Wizards,"$5,500,000",2009
4628,Jeff Foster, PF,Indiana Pacers,"$5,500,000",2009
4629,Mickael Pietrus, SF,Orlando Magic,"$5,300,000",2009
4630,Desmond Mason, SF,Oklahoma City Thunder,"$5,300,000",2009
4631,Andrea Bargnani, C,Toronto Raptors,"$5,176,440",2009
4632,Deron Williams, PG,Utah Jazz,"$5,069,449",2009
4633,Matt Carroll, SG,Charlotte Bobcats,"$5,050,000",2009
4634,Greg Oden, C,Portland Trail Blazers,"$5,011,680",2009
4635,Raja Bell, SG,Charlotte Bobcats,"$5,000,000",2009
4636,JR Smith, SG,Denver Nuggets,"$4,985,001",2009
4637,Kyle Korver, SG,Utah Jazz,"$4,956,818",2009
4638,Rafer Alston, PG,Orlando Magic,"$4,900,000",2009
4639,Derrick Rose, PG,Chicago Bulls,"$4,822,800",2009
4640,Nenad Krstic, C,Oklahoma City Thunder,"$4,778,548",2009
4641,Derek Fisher, PG,Los Angeles Lakers,"$4,700,000",2009
4642,Reggie Evans, C,Philadelphia 76ers,"$4,640,000",2009
4643,LaMarcus Aldridge, C,Portland Trail Blazers,"$4,631,400",2009
4644,Kendrick Perkins, C,Boston Celtics,"$4,578,880",2009
4645,Chris Paul, PG,New Orleans Hornets,"$4,574,189",2009
4646,Anthony Parker, SG,Toronto Raptors,"$4,550,000",2009
4647,Sasha Vujacic, SG,Los Angeles Lakers,"$4,524,887",2009
4648,Sasha Pavlovic, SG,Cleveland Cavaliers,"$4,500,000",2009
4649,Lou Williams, SG,Philadelphia 76ers,"$4,500,000",2009
4650,Kevin Durant, SF,Oklahoma City Thunder,"$4,484,040",2009
4651,Damon Jones, PG,Milwaukee Bucks,"$4,460,186",2009
4652,Luke Walton, SF,Los Angeles Lakers,"$4,420,000",2009
4653,Trenton Hassell, SF,New Jersey Nets,"$4,350,000",2009
4654,Michael Beasley, F,Miami Heat,"$4,314,960",2009
4655,Marcus Banks, PG,Toronto Raptors,"$4,260,000",2009
4656,Steve Blake, PG,Portland Trail Blazers,"$4,250,000",2009
4657,Darius Songaila, PF,Washington Wizards,"$4,235,000",2009
4658,Kurt Thomas, PF,San Antonio Spurs,"$4,200,000",2009
4659,Adam Morrison, SF,Charlotte Bobcats,"$4,159,200",2009
4660,Raymond Felton, PG,Charlotte Bobcats,"$4,148,715",2009
4661,Al Horford, C,Atlanta Hawks,"$4,023,720",2009
4662,Greg Buckner, SG,Memphis Grizzlies,"$4,010,005",2009
4663,James Jones, SG,Miami Heat,"$4,010,000",2009
4664,Kwame Brown, C,Detroit Pistons,"$4,000,000",2009
4665,Bruce Bowen, SF,San Antonio Spurs,"$4,000,000",2009
4666,Zaza Pachulia, C,Atlanta Hawks,"$4,000,000",2009
4667,O.J. Mayo, SG,Memphis Grizzlies,"$3,875,040",2009
4668,Steven Hunter, C,Memphis Grizzlies,"$3,862,600",2009
4669,Delonte West, SG,Cleveland Cavaliers,"$3,850,000",2009
4670,Keith Van Horn, PF,Dallas Mavericks,"$3,792,112",2009
4671,Martell Webster, SF,Portland Trail Blazers,"$3,771,133",2009
4672,Tyrus Thomas, PF,Chicago Bulls,"$3,749,880",2009
4673,CJ Miles, SF,Utah Jazz,"$3,700,000",2009
4674,Daniel Gibson, SG,Cleveland Cavaliers,"$3,700,000",2009
4675,Amir Johnson, C,Detroit Pistons,"$3,666,667",2009
4676,Ryan Gomes, SF,Minnesota Timberwolves,"$3,650,000",2009
4677,Mike Conley, PG,Memphis Grizzlies,"$3,630,480",2009
4678,Rasual Butler, SF,New Orleans Hornets,"$3,630,000",2009
4679,DeShawn Stevenson, SG,Washington Wizards,"$3,616,072",2009
4680,Fabricio Oberto, C,San Antonio Spurs,"$3,600,000",2009
4681,Robert Swift, C,Oklahoma City Thunder,"$3,579,131",2009
4682,Roger Mason Jr., SG,San Antonio Spurs,"$3,500,000",2009
4683,Brian Cook, PF,Orlando Magic,"$3,500,000",2009
4684,Russell Westbrook, PG,Oklahoma City Thunder,"$3,493,680",2009
4685,Charlie Villanueva, PF,Milwaukee Bucks,"$3,448,050",2009
4686,Shelden Williams, C,Sacramento Kings,"$3,395,760",2009
4687,Willie Green, SG,Philadelphia 76ers,"$3,388,000",2009
4688,Charlie Bell, SG,Milwaukee Bucks,"$3,354,480",2009
4689,Keyon Dooling, PG,New Jersey Nets,"$3,300,000",2009
4690,Jeff Green, SF,Oklahoma City Thunder,"$3,287,640",2009
4691,Eduardo Najera, PF,New Jersey Nets,"$3,250,000",2009
4692,Chucky Atkins, PG,Oklahoma City Thunder,"$3,240,000",2009
4693,Brian Scalabrine, PF,Boston Celtics,"$3,206,897",2009
4694,Kris Humphries, PF,Toronto Raptors,"$3,200,000",2009
4695,Channing Frye, PF,Portland Trail Blazers,"$3,163,769",2009
4696,Kevin Love, PF,Minnesota Timberwolves,"$3,163,680",2009
4697,Luis Scola, F,Houston Rockets,"$3,100,667",2009
4698,Trevor Ariza, SF,Los Angeles Lakers,"$3,100,000",2009
4699,Damien Wilkins, SG,Oklahoma City Thunder,"$3,100,000",2009
4700,Marc Gasol, C,Memphis Grizzlies,"$3,093,333",2009
4701,Brandon Roy, SG,Portland Trail Blazers,"$3,084,240",2009
4702,Carl Landry, PF,Houston Rockets,"$3,000,000",2009
4703,Yi Jianlian, SF,New Jersey Nets,"$2,986,080",2009
4704,Matt Bonner, C,San Antonio Spurs,"$2,978,000",2009
4705,Ike Diogu, PF,Sacramento Kings,"$2,912,823",2009
4706,Kelenna Azubuike, SF,Golden State Warriors,"$2,900,000",2009
4707,Danilo Gallinari, SF,New York Knicks,"$2,873,520",2009
4708,Randy Foye, SG,Minnesota Timberwolves,"$2,815,560",2009
4709,Andrew Bynum, C,Los Angeles Lakers,"$2,769,300",2009
4710,Andray Blatche, C,Washington Wizards,"$2,739,669",2009
4711,Corey Brewer, SG,Minnesota Timberwolves,"$2,725,920",2009
4712,Sean May, C,Charlotte Bobcats,"$2,661,027",2009
4713,Eddie House, SG,Boston Celtics,"$2,650,000",2009
4714,Steve Francis, PG,Houston Rockets,"$2,634,480",2009
4715,Mark Madsen, PF,Minnesota Timberwolves,"$2,630,000",2009
4716,Eric Gordon, SG,LA Clippers,"$2,623,200",2009
4717,Rashad McCants, SG,Sacramento Kings,"$2,620,126",2009
4718,Dorell Wright, SF,Miami Heat,"$2,612,835",2009
4719,Rudy Gay, SF,Memphis Grizzlies,"$2,579,400",2009
4720,Keith Bogans, SG,Orlando Magic,"$2,565,000",2009
4721,Craig Smith, PF,Minnesota Timberwolves,"$2,500,000",2009
4722,Chris Mihm, C,Los Angeles Lakers,"$2,500,000",2009
4723,Tony Allen, SG,Boston Celtics,"$2,500,000",2009
4724,Michael Finley, SG,San Antonio Spurs,"$2,500,000",2009
4725,Brandan Wright, F,Golden State Warriors,"$2,497,320",2009
4726,Jason Hart, PG,LA Clippers,"$2,484,000",2009
4727,Joey Graham, SF,Toronto Raptors,"$2,449,184",2009
4728,Joe Alexander, SF,Milwaukee Bucks,"$2,403,120",2009
4729,Danny Granger, SF,Indiana Pacers,"$2,329,805",2009
